species,owner,country_of_origin,farm_name,lot_number,mill,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture
Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",ilomba 1,NA,tembo coffee company ltd,tembo coffee company ltd,1700,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2013,"December 15th, 2014",Tembo Coffee Company Ltd,Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,0.12
Arabica,ipanema coffees,Brazil,rio verde,NA,ipanema coffees,ipanema coffees,1260,south of minas,Ipanema Agrícola SA,300,2 kg,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,0.1
Arabica,chris finch,Indonesia,NA,NA,NA,volcafe specialty coffee,NA,bener meriah,NA,320,4 kg,Specialty Coffee Association,2013,"May 23rd, 2014",Chris Finch,Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,0.11
Arabica,NA,Honduras,gran manzana y el aguacate,NA,cigrah sps,cigrah,1400,comayagua,"Tomás Sosa, Juan Damaso",275,1 kg,Instituto Hondureño del Café,2014,"May 16th, 2014",NA,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,0.1
Arabica,"ceca, s.a.",Costa Rica,gamboa,NA,beneficio montañas del diamante,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,275,69 kg,Specialty Coffee Association of Costa Rica,2013,"April 26th, 2014","CECA, S.A.",Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,0.11
Arabica,dane loraas,Mexico,NA,NA,NA,sustainable harvest,NA,veracruz,Huatusco,320,5 lbs,Specialty Coffee Association,2014,"April 2nd, 2014",Dane Loraas,NA,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,0
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,mu he zi coffee 木盒子咖啡園,NA,mu he zi coffee 木盒子咖啡園,blossom valley宸嶧國際,150 m,changhua baguashan 彰化市八卦山,Zhang ming fu 張明福,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,0.11
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo xin ka fei 國昕咖啡,NA,guo xin ka fei 國昕咖啡,blossom valley宸嶧國際,750 m,nantou,Wu cai jin 吳蔡錦,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,0.11
Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,NA,union ramal santa cruz,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,0.12
Arabica,juan luis alvarado romero,Guatemala,finca el morito,NA,beneficio el morito,finca el morito,5500-6000 psnm,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69 kg,Asociacion Nacional Del Café,2012,"October 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,0.11
Arabica,virginia gordillo gordillo,Mexico,finca cafetalera la suiza,NA,"municipio monte cristo de guerrero, chiapasmunicipio monte cristo de guerrero","productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",1650,tuxtla gutierrez,PRODUCTORA AGRICOLA Y GANADERA FINCA LA SUIZA,100,1 kg,AMECAFE,2012,"September 11th, 2012",VIRGINIA GORDILLO GORDILLO,Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,0.13
Arabica,jose luis munoz guerrero,Mexico,NA,NA,"yajalon, chiapas",NA,1400,yajalon,MAYA BINIK,15,1 kg,AMECAFE,2012,"August 30th, 2012",JOSE LUIS MUNOZ GUERRERO,Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,0.11
Arabica,christina dusing,Mexico,ucipa santa catarina,NA,ecc beneficio veracruz,NA,1200,veracruz,CESAR SANTIZ LOPEZ,275,1 kg,AMECAFE,2012,"July 27th, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,0.11
Arabica,alfredo bojalil,Mexico,finca nueva linda,NA,"la concordia, chiapas",ecomtrading,1400,"la concordia, chiapas",OCTAVIO MOGUEL FARRERA,250,1 kg,AMECAFE,2012,"April 2nd, 2012",ALFREDO BOJALIL,Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,0.11
Arabica,miguel cortes moreno,Mexico,sacún palma,NA,sacún palma,"estrategias constructivas corzu, s.a. de c.v.",940,"sacún palma, municipio de chilón, chiapas",ARMANDO GUTIEREZ GUZMÁN,12,1 kg,AMECAFE,2012,"February 29th, 2012",MIGUEL CORTES MORENO,Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,0.11
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,cqi,NA,kona,NA,13,100 lbs,Specialty Coffee Association,2012,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,0.1
Arabica,mdh,Honduras,various,174.18,cafico,molinos de honduras,1200,western region,Cafes Finos de Corquin,275,69 kg,Instituto Hondureño del Café,2018,"January 19th, 2018",MDH,Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,0.11
Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0368,beneficio ixchel,"unex guatemala, s.a.",190164,huehuetenango,"AGRICOLA EL PILAR, SA.",25,69 kg,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,0.12
Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,2016 Washed,baishengcun coffee 百勝村咖啡莊園,taiwan coffee laboratory,800,natou county,蘇晉寬 Su Jin Kuan,20,50 kg,Specialty Coffee Association,2016,"July 15th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,0.1
Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,NA,cafetalera aquiares,"ceca,s.a.",1.3,turrialba,Cafetalera Aquiares,250,69 kg,Specialty Coffee Association of Costa Rica,2015,"February 3rd, 2015","CECA, S.A.",Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,0.12
Arabica,acacia hills ltd,"Tanzania, United Republic Of",acacia hills,NA,acacia hills ltd,acacia hills ltd,1800,"oldeani , mongola",Acacia Hills Ltd,100,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Acacia Hills Ltd,Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,0.12
Arabica,afca,Malawi,kavuzi,NA,mzuzu coffee coop union,mzuzu coffee planters coop union,1100m,mzuzu,Mzuzu Coffee Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,0.13
Arabica,"lin, che-hao krude 林哲豪",Taiwan,jacob's estate 雅谷咖啡,NA,jacob's estate 雅谷咖啡,"red on tree co., ltd.",850 m,natou county,CHIU WEI LUN 邱偉倫,50,20 kg,Specialty Coffee Association,2014,"August 25th, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,0
Arabica,ipanema coffees,Brazil,rio verde,NA,ipanema coffees,ipanema coffees,1260,south of minas,Ipanema Coffees,300,60 kg,NUCOFFEE,2013/2014,"November 6th, 2013",Ipanema Coffees,Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,0.12
Arabica,juan luis alvarado romero,Guatemala,el morito,NA,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,0.12
Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,NA,union ramal santa cruz,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,0.12
Arabica,enrique eduardo lopez aguilar,Mexico,las nubes - pante don jaime,NA,NA,finca santa cruz,1600,la concordia,LUIS ANTONIO LOPEZ AGUILAR,28,1 kg,AMECAFE,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,0.11
Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante don jaime,NA,NA,finca santa cruz,1650,la concordia,ENRIQUE EDUARDO LOPEZ AGUILAR,28,1 kg,AMECAFE,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,0.11
Arabica,doi chaang coffee company,Thailand,"doi chaang coffee original co.,ltd",NA,peaberry,NA,4921ft,"doi chaang village, chiang rai, thialand",Doi Chaang Community Enterprise Piko,12,50 kg,Specialty Coffee Association,2011,"November 16th, 2011",Doi Chaang Coffee Company,NA,NA,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,0.01
Arabica,doi tung development project,Thailand,doi tung development project,NA,NA,NA,NA,NA,NA,1,60 kg,Specialty Coffee Association,2011,"August 16th, 2011",Doi Tung Development Project,NA,NA,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,0.2
Arabica,benjamin schmerler,Costa Rica,NA,NA,NA,NA,4500-6000 feet,tarrazu,CoopeTarrazu,1,60 kg,Specialty Coffee Association,NA,"June 14th, 2011",Benjamin Schmerler,NA,NA,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,0
Arabica,juan luis alvarado romero,Guatemala,las delicias,11/23/0688,beneficio ixchel,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,50,69 kg,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,0.1
Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,017-053-0211 / 017-053-0212,beneficio atlantic condega,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez :,550,69 kg,Instituto Hondureño del Café,2017,"June 20th, 2017","Exportadora Atlantic, S.A.",Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,0.11
Arabica,elsy reyes,Honduras,las cuchillas,98,cigrah,cigrah,1400,comayagua,NAHUN MALDONADO,275,69 kg,Instituto Hondureño del Café,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,0.1
Arabica,juan luis alvarado romero,Guatemala,las delicias,11/23/0367,beneficio ixchel,"unex guatemala, s.a.",NA,santa rosa,AGRICOLA MONTE VERDE,50,69 kg,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,NA,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,0.12
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,谷泉咖啡莊園,NA,寶島咖啡,宸嶧國際,160-200m,古坑鄉荷包村尖山坑60號,劉易騰,123,2 kg,Blossom Valley International,2015,"September 17th, 2015",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,0.12
Arabica,genius coffee,Myanmar,mixed,NA,genius coffee estate,"aung nay lin htun co., ltd",4000 ft,ywar ngan township,Genius Coffee Estate,1,1 kg,Coffee Quality Institute,2015,"July 17th, 2015",Genius Coffee,Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,0
Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,NA,several,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Beneficio la Eva S.A.,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"January 7th, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,0.12
Arabica,afca,Malawi,chinongo,NA,mzuzu coffee coop union,mzuzu coffee planters coop union,1599m,mzuzu,Mzuzu Coffee Coop Union,15,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,0.12
Arabica,juan luis alvarado romero,Guatemala,various,NA,las americas,outspan guatemala s.a.,4000 psnm,oriente,VARIOS,250,69 kg,Asociacion Nacional Del Café,2014,"September 23rd, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,0.12
Arabica,"lin, che-hao krude 林哲豪",Taiwan,good mood coffee 馨晴咖啡,NA,good mood coffee 馨晴咖啡,"red on tree co., ltd.",900 m,natou county,HUANG MEI TAO 黃美桃,50,20 kg,Specialty Coffee Association,2014,"August 18th, 2014","Lin, Che-Hao Krude 林哲豪
",Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,0.11
Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,NA,carapina armazens gerais,exportadora de cafés carmo de minas ltda,1200,sul de minas,MARIA ROGERIA COSTA PEREIRA,300,60 kg,Specialty Coffee Association,2014,"July 29th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,0
Arabica,myriam kaplan-pasternak,Haiti,mixed,NA,coopacvod,haiti coffee,400-1250m,"dondon, haiti",Mixed,300,4 lbs,Specialty Coffee Association,2013,"May 5th, 2014",Myriam Kaplan-Pasternak,Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,xu yuan zhang 徐源漳,NA,xu yuan zhang 徐源漳,blossom valley宸嶧國際,600 m,taichung xinshe 台中市新社區,Xu yuan zhang 徐源漳,5,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,0.11
Arabica,alfredo bojalil,Mexico,nueva linda,NA,amsa tuxtla,ecomtrading,1150,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,AMECAFE,2013,"March 11th, 2013",ALFREDO BOJALIL,Typica,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,0.13
Arabica,alfredo bojalil,Mexico,productor independiente guadalupe victoria,NA,amsa tuxtla,ecomtrading,1600,amatenango de la frontera,JORGE HERNANDEZ MONTEJO,250,1 kg,AMECAFE,2012,"August 30th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,0.12
Arabica,jose luis munoz guerrero,Mexico,santa maria temaxcalapa,NA,santa maria temaxcalapa,NA,1100,temaxcalapa,ZENOBIO MARTINEZ CANO,30,1 kg,AMECAFE,2012,"August 29th, 2012",JOSE LUIS MUNOZ GUERRERO,Catuai,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,0.12
Arabica,jose luis munoz guerrero,Mexico,canoa manzanillo,NA,canoa manzanillo,NA,1000,manzanillo,MANUEL DUARTE MUNGUIA,20,1 kg,AMECAFE,2012,"August 1st, 2012",JOSE LUIS MUNOZ GUERRERO,Typica,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,0.11
Arabica,tomas edelmann blass,Mexico,hamburgo 7 arroyos,NA,finca hamburgo,NA,1250,tapachula,TOMAS EDELMANN BLASS,50,80 kg,AMECAFE,2012,"July 26th, 2012",TOMAS EDELMANN BLASS,Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,0.13
Arabica,maria de la paz aguilar guillen,Mexico,el romance azul,NA,"el romnace azul, rio verde",NA,1100,atoyac de alvarez,MARIA DE LA PAZ AGUILAR GUILLEN,15,1 kg,AMECAFE,2012,"July 26th, 2012",MARIA DE LA PAZ AGUILAR GUILLEN,Typica,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,0.11
Arabica,specialty coffee association of indonesia,Indonesia,"ijen highland, east java",NA,pt. perkebunan nusantara xii,scai,1200-1600masl,ijen,PT. Perkebunan Nusantara XII,10,60 kg,Specialty Coffee Association of Indonesia,2012,"May 24th, 2012",Specialty Coffee Association of Indonesia,Other,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,0.12
Arabica,jacques pereira carneiro,Brazil,sertao,NA,cocarive,exportadora de cafés carmo de minas ltda,1.25,sul de minas,Nazareth Dias Pereira,300,1 kg,NUCOFFEE,2012,"April 12th, 2012",Jacques Pereira Carneiro,Bourbon,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,0.12
Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,NA,beneficio ixchel,"unex guatemala, s.a.",NA,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1 kg,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,0.11
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,NA,1050 - 1850,cauca,NA,250,70 kg,Almacafé,Abril - Julio,"September 7th, 2011",Racafe & Cia S.C.A,NA,NA,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,0.06
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,NA,NA,kona,NA,16,1,Specialty Coffee Association,NA,"June 29th, 2010",Kona Pacific Farmers Cooperative,NA,NA,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,0
Arabica,cafes tomari sa de cv,Mexico,cafetal,016-1273-098,cafes tomari sa de cv,cafes tomari sa de cv,1100,veracruz,Cafes tomari sa de cv,200,69 kg,Centro Agroecológico del Café A.C.,2017,"May 12th, 2017",CAFES TOMARI SA DE CV,Mundo Novo,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,0.12
Arabica,juan luis alvarado romero,Guatemala,nueva granada,11/326/14,beneficio nueva granada,"agricola nueva granada, s.a.",4500,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",450,69 kg,Asociacion Nacional Del Café,2016,"March 17th, 2016",Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,0.1
Arabica,cafebras,Brazil,fazenda rio brilhante,NA,17/18,cafebras comercio de cafés do brasil sa,1100,cerrado,INACIO URBAN,300,60 kg,Brazil Specialty Coffee Association,2015/2016,"December 3rd, 2015",Cafebras,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,0.11
Arabica,cadexsa,Honduras,cerro bueno,NA,cadexsa,cadexsa,1400 msnm,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,0.12
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,山彎有機咖啡農場,NA,三彎農會,宸嶧國際,110公尺,苗栗三灣,謝文品,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,0.12
Arabica,afca,Malawi,chimpumba,NA,mzuzu coffee coop union,mzuzu coffee planters coop union,1422,mzuzu,Mzuzu Coffee Coop Union,12,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,0.12
Arabica,ipanema coffees,Brazil,rio verde,NA,ipanema coffees,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2 kg,Specialty Coffee Association,2014/2015,"October 17th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,0
Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,NA,humedo: finca santo tomas pachuj y seco: beneficio palinsa,cafcom,1550 mts.,"san lucas toliman, solola","PACHUJ, S. A.",250,69 kg,Asociacion Nacional Del Café,2014,"May 26th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,0.1
Arabica,kurt kappeli,Mexico,various,NA,cafe gourmet de sierra azul sc,globus coffee,1550 meter,siltepec el triunfo,various small producers,280,2 kg,Specialty Coffee Association,2014,"May 1st, 2014",Kurt Kappeli,Typica,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,0
Arabica,dane loraas,Peru,NA,NA,NA,sustainable harvest,NA,puno,NA,280,5 lbs,Specialty Coffee Association,2013,"February 27th, 2014",Dane Loraas,NA,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,0.1
Arabica,juan luis alvarado romero,Guatemala,la union monte verde,NA,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,OTTO BECKER,250,69 kg,Asociacion Nacional Del Café,2013,"October 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,0.12
Arabica,saul m. hernandez ramirez,Mexico,palantla,NA,"en chiatipan, municipio de huazalingo",NA,763,"huazalingo, hidalgo","MARTINEZ BAUTISTA, NICOLAS",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,0.13
Arabica,grupo cafetalero los brujos spr de rl,Mexico,los brujos,NA,NA,grupo cafetalero los brujos,1100,"coatepec, coatepec",MARIA DE LOUDES ANCIRA ELIZONDO,20,1 kg,AMECAFE,2012,"June 6th, 2012",GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Typica,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,0.13
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora boananza,exportadora de cafe condor s.a,1750 m.s.n.m,huila,Exportadora de cafe condor s.a,250,70 kg,Almacafé,2011,"November 11th, 2011",Exportadora de Cafe Condor S.A,Caturra,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,0.11
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora bonanza - armenia quindioa,NA,1880 msnm,cauca,NA,250,70 kg,Almacafé,4T72010,"February 22nd, 2011",Exportadora de Cafe Condor S.A,NA,NA,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,0.16
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,NA,kona pacific farmers cooperative,NA,NA,kona,NA,27,0 lbs,Specialty Coffee Association,NA,"May 24th, 2010",Kona Pacific Farmers Cooperative,Peaberry,NA,7.83,7,7,7.58,7.58,7.5,10,10,10,6.92,0.01
Arabica,racafe & cia s.c.a,Colombia,NA,3-37-0059,bachue,racafe & cia s.c.a,NA,huila,La Plata,230,70 kg,Almacafé,2016,"November 8th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,0
Arabica,bismarck castro,Honduras,las cuchillas,149,dry mill,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,69 kg,Instituto Hondureño del Café,2016 / 2017,"June 9th, 2016",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,0.11
Arabica,angel oscar medina rodriguez,Mexico,NA,1,ac la laja sa de cv,ac la laja sa de cv,1130,veracruz,Juan Hermilo Sampieri,220,69 kg,Centro Agroecológico del Café A.C.,2016,"February 25th, 2016",Angel Oscar Medina Rodriguez,NA,NA,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,0.12
Arabica,cafebras,Brazil,fazenda sacramento,NA,17/18,cafebras comercio de cafés do brasil sa,1100,cerrado,NELSON AZEVEDO FRANÇA,300,60 kg,Brazil Specialty Coffee Association,2015/2016,"November 20th, 2015",Cafebras,Catuai,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,0.11
Arabica,cadexsa,Honduras,bethel,NA,cadexsa,cadexsa,1350,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"May 22nd, 2015",CADEXSA,Catuai,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,0.09
Arabica,jacques pereira carneiro,Brazil,sertao farm,NA,carapina,exportadora de cafés carmo de minas ltda,1200,mantiqueira de minas,NAZARETH DIAS PEREIRA,300,60 kg,Brazil Specialty Coffee Association,2014/2015,"December 16th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Other,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,0.12
Arabica,victoria,Philippines,bacofa,NA,green beans,s3v international importing,1400 masl,"davao city, region 11","COFFEE FOR PEACE,INC.",2,2 kg,Specialty Coffee Association,2014,"November 13th, 2014",Victoria,Other,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,0.14
Arabica,afca,Malawi,usingini farm,NA,mzuzu coffee coop union,mzuzu coffee planters coop union,1200m,mzuzu,Mzuzu Coffee Coop Union,31,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,0.13
